Hostname,Agent UUID,Status,Status Reason,Last Reported,Last User,Operating System,Sysmon,IP Address,Mac Address,Version,Containment Driver,VDI State
5CG2113K8Y,e661df06-5257-40c3-94da-5928f05490a9,Offline (12 hours),,2024-07-18 20:38:13 +0000 UTC,graffe,Microsoft Windows 10,13.31,"192.168.27.234, 10.33.32.34, 10.200.6.64","00:05:9a:3c:7a:00, a8:b1:3b:e9:ea:04, 7c:21:4a:0d:2b:77",2023-02_138,disabled,None
5CG1285WNX,46038ba9-cbd8-41ae-80d3-23b9408444f8,Offline (8 hours),,2024-07-19 00:59:14 +0000 UTC,Lunad,Microsoft Windows 10,13.31,10.69.21.46,c4:23:60:11:af:f3,2023-02_138,disabled,None
5CD143F72M,d302b1ce-9401-4b06-a954-24dc4d1f3a2b,Offline (14 hours),,2024-07-18 18:25:59 +0000 UTC,Sanderka,Microsoft Windows 10,13.31,"10.69.18.31, 10.69.21.17","e0:70:ea:c0:c7:f6, 7c:70:db:b8:65:41",2023-02_138,disabled,None
5CG2113L3W,8493f9be-a31e-433d-a0c0-7865c11bce99,Offline (13 hours),,2024-07-18 19:06:37 +0000 UTC,mallettm,Microsoft Windows 10,13.31,"10.68.17.17, 10.68.21.21","a8:b1:3b:e9:c3:ec, 20:c1:9b:a2:bc:2d",2023-02_138,disabled,None
5CG2113KVT,5305c248-6119-47fa-a880-7d46f9aa295b,Offline (8 hours),,2024-07-19 00:37:39 +0000 UTC,weaverb,Microsoft Windows 10,13.31,"192.168.24.38, 172.20.10.2","00:05:9a:3c:7a:00, 7c:21:4a:0c:f9:0e",2023-02_138,disabled,None
5CG2113K8W,11f35128-88a5-4079-a793-06a84db2f024,Offline (21 hours),,2024-07-18 11:25:40 +0000 UTC,gloverk,Microsoft Windows 10,13.31,172.20.10.4,7c:21:4a:0c:6c:78,2023-02_138,disabled,None
5CG2113M85,b4a189d5-559b-446b-8d2c-e2d52924c71a,Offline (1 day),,2024-07-18 04:28:28 +0000 UTC,basilonj,Microsoft Windows 10,13.31,10.64.69.18,7c:21:4a:0f:40:10,2023-02_138,disabled,None
5CG2113LDC,856111a3-681b-4372-b1fc-edf9a62fa622,Offline (5 hours),,2024-07-19 04:04:18 +0000 UTC,randleo,Microsoft Windows 10,13.31,192.168.68.62,20:c1:9b:a2:b1:e7,2023-02_138,disabled,None
5CG1286T0S,cdb23ff1-0c8b-4a00-a033-11654a3d6bd4,Offline (12 hours),,2024-07-18 20:36:48 +0000 UTC,woons,Microsoft Windows 10,13.31,10.68.21.14,c4:23:60:2b:dc:61,2023-02_138,disabled,None
5CG2113M8H,38f315d1-c36f-48aa-9991-e30789421d05,Offline (19 hours),,2024-07-18 13:53:14 +0000 UTC,owenj,Microsoft Windows 10,13.31,"192.168.26.232, 172.20.10.3","00:05:9a:3c:7a:00, 72:74:e8:57:bb:b8",2023-02_138,disabled,None
5CD142GPXX,286f50d7-4c93-4a76-936f-c8523a55ebbc,Offline (1 day),,2024-07-17 21:18:44 +0000 UTC,guinj,Microsoft Windows 10,13.31,"192.168.26.237, 172.20.10.7","00:05:9a:3c:7a:00, 7c:70:db:0f:da:93",2023-02_138,disabled,None
5CG2077V48,8a3632fb-b368-46da-afb6-5900ec520384,Offline (19 hours),,2024-07-18 13:39:23 +0000 UTC,eliasb,Microsoft Windows 10,13.31,192.168.1.28,f8:b5:4d:3d:ea:9b,2023-02_138,disabled,None
5CG2113M8R,08db0375-3022-47e2-a6bf-03f3cd0c6b94,Offline (13 hours),,2024-07-18 19:07:37 +0000 UTC,CutrigDa,Microsoft Windows 10,13.31,"192.168.26.48, 192.168.1.2","00:05:9a:3c:7a:00, 7c:21:4a:0f:40:15",2023-02_138,disabled,None
1DTTA26352,d354eaa7-997e-4754-8063-151025e148e9,Offline (2 days),,2024-07-16 13:44:47 +0000 UTC,remediej,Microsoft Windows 10,13.31,"192.168.27.15, 172.20.10.6","00:05:9a:3c:7a:00, f6:09:5e:9c:e2:fc",2023-02_138,disabled,None
5CG1285W4H,391cfaf8-6d9f-462a-a78d-5656868e2acf,Offline (2 days),,2024-07-16 20:37:35 +0000 UTC,ledbettc,Microsoft Windows 10,13.31,"192.168.27.212, 192.168.1.61","00:05:9a:3c:7a:00, c4:23:60:13:25:a9",2023-02_138,disabled,None
5CG2077TWQ,260e5ab0-ae49-4145-b42e-6f11269b177d,Offline (2 hours),,2024-07-19 06:14:06 +0000 UTC,milljosh,Microsoft Windows 10,13.31,192.168.1.134,c4:bd:e5:86:43:7c,2023-02_138,disabled,None
5CG2113K8V,55634931-2057-4399-b5ae-6600f358e8e9,Offline (10 hours),,2024-07-18 23:03:15 +0000 UTC,burnettc,Microsoft Windows 10,13.31,10.0.0.99,7c:21:4a:0d:4f:d0,2023-02_138,disabled,None
5CG2113L31,6a1be3f7-7393-4a41-ab03-2a87d65b429a,Offline (15 hours),,2024-07-18 17:50:59 +0000 UTC,stegallr,Microsoft Windows 10,13.31,192.168.1.193,20:c1:9b:a2:bc:5a,2023-02_138,disabled,None
5CG2077TXG,722628e6-b16d-41f7-9ae4-49103c9d7d97,Offline (7 hours),,2024-07-19 01:50:32 +0000 UTC,stimpsoj,Microsoft Windows 10,13.31,"192.168.24.56, 192.168.1.164, 192.168.1.144","00:05:9a:3c:7a:00, 42:24:8f:90:93:15, c4:bd:e5:86:42:b9",2023-02_138,disabled,None
5CG2113LDJ,6d3ab764-b548-4ca3-86f9-4b4649e80ba6,Offline (11 hours),,2024-07-18 21:24:17 +0000 UTC,pawelekj,Microsoft Windows 10,13.31,10.33.16.20,a8:b1:3b:e9:a3:cb,2023-02_138,disabled,None
5CG2077V49,01a0f7ae-f45b-405a-85b6-7681fccc37fc,Offline (11 hours),,2024-07-18 21:46:27 +0000 UTC,collinsc,Microsoft Windows 10,13.31,"10.33.112.63, 10.200.6.36","a8:b1:3b:57:24:b1, c4:bd:e5:34:52:56",2023-02_138,disabled,None
5CG1286T9C,59967cf2-efc5-4bb6-a419-42ebbc9255c2,Offline (2 days),,2024-07-16 12:52:07 +0000 UTC,bomart,Microsoft Windows 10,13.31,10.65.18.23,c4:23:60:2b:ea:9e,2023-02_138,disabled,None
5CG2077T85,4fa13d01-dcbc-4ebf-82b2-b5049c334ba6,Offline (0 hours),,2024-07-19 08:34:55 +0000 UTC,gargd,Microsoft Windows 10,13.31,192.168.1.77,c4:bd:e5:7f:9a:95,2023-02_138,disabled,None
5CG804054C,5520eee3-9815-4e91-a103-faeed98b8ea7,Offline (3 hours),,2024-07-19 05:35:24 +0000 UTC,SWN\ellendej,Microsoft Windows 10,13.31,192.168.1.3,a0:88:69:da:fc:78,2023-02_138,disabled,None
5CG2113KWJ,75cd0140-e21e-46e9-985c-153d889d3812,Offline (13 hours),,2024-07-18 19:50:34 +0000 UTC,lacsonr,Microsoft Windows 10,13.31,"192.168.27.214, 10.0.0.123","00:05:9a:3c:7a:00, 7c:21:4a:10:4a:3c",2023-02_138,disabled,None
5CG2113KWK,02414008-bcf3-4250-a79e-e2e6ef8ad2d7,Offline (20 hours),,2024-07-18 12:39:01 +0000 UTC,foosheet,Microsoft Windows 10,,192.168.1.132,7c:21:4a:0d:2b:e0,2023-02_138,disabled,None
5CG2077TBN,36f96c43-33a0-4025-8e32-6d9823e9b3f6,Offline (16 hours),,2024-07-18 16:32:12 +0000 UTC,jacksome,Microsoft Windows 10,13.31,10.33.48.30,e8:ea:6a:4d:5c:90,2023-02_138,disabled,None
5CG2113KW4,8ab54643-44ca-499d-91ea-afb08b7b6b5a,Offline (12 hours),,2024-07-18 20:22:55 +0000 UTC,keysc,Microsoft Windows 10,13.31,"10.33.48.40, 10.200.12.45","e8:ea:6a:4d:3b:b5, 7c:21:4a:0c:a6:57",2023-02_138,disabled,None
5CD142GPWP,8b9966cc-ed72-4c90-bec8-1c6145ac0a4b,Offline (14 hours),,2024-07-18 18:40:04 +0000 UTC,milleral,Microsoft Windows 10,13.31,172.20.10.4,7c:70:db:10:b0:e4,2023-02_138,disabled,None
5CG2113KW6,e3ae1ea1-01e6-4555-ba70-87b5bbeccdcb,Offline (17 hours),,2024-07-18 15:55:10 +0000 UTC,maddoxs,Microsoft Windows 10,13.31,192.168.1.40,7c:21:4a:0c:a6:6b,2023-02_138,disabled,None
5CG2113LRC,60e8040c-fb78-48b9-ad0d-8c44c5ae0086,Offline (11 hours),,2024-07-18 21:22:46 +0000 UTC,dixonb,Microsoft Windows 10,13.31,10.33.128.40,a8:b1:3b:e9:f3:75,2023-02_138,disabled,None
5CG2113KVL,a6b8f312-1973-4ee5-b1d0-470ced5d7870,Offline (11 hours),,2024-07-18 21:47:10 +0000 UTC,pullinz,Microsoft Windows 10,13.31,10.33.112.112,a8:b1:3b:e9:ea:0f,2023-02_138,disabled,None
5CG2153JW5,5fdb6b0b-5885-4c6c-b611-8967b3578318,Offline (1 day),,2024-07-17 23:23:42 +0000 UTC,newbyd,Microsoft Windows 10,13.31,10.67.20.100,70:a8:d3:59:0f:15,2023-02_138,disabled,None
5CD142GQ04,ba91fc7f-248b-466a-a21b-8bfc9a118087,Offline (1 day),,2024-07-18 00:46:37 +0000 UTC,hamzehlk,Microsoft Windows 10,13.31,"192.168.26.253, 192.168.0.20","00:05:9a:3c:7a:00, 7c:70:db:0f:22:01",2023-02_138,disabled,None
5CG21577PQ,450dc189-cb19-4cf2-abe5-b789eac0dc99,Offline (9 hours),,2024-07-18 23:08:11 +0000 UTC,mathisj,Microsoft Windows 10,13.31,"10.33.112.119, 10.200.6.73","80:3f:5d:08:38:ce, 00:93:37:b3:7d:a1",2023-02_138,disabled,None
5CG14055TZ,a1c627a2-eea0-4dd0-a5f3-8ba5022afb99,Offline (3 hours),,2024-07-19 05:17:17 +0000 UTC,demoyaj,Microsoft Windows 10,13.31,192.168.1.25,f4:7b:09:76:47:b5,2023-02_138,disabled,None
5CG21574YK,d7d48015-9812-4707-a1bb-16f829cfd8f3,Offline (10 hours),,2024-07-18 22:58:42 +0000 UTC,corbinj,Microsoft Windows 10,13.31,"172.21.42.56, 172.21.48.35","84:69:93:9d:22:f9, 00:93:37:e1:e2:9f",2023-02_138,disabled,None
5CG2157551,d20f6f15-3e52-4cb6-b9da-9307392f3f5d,Offline (12 hours),,2024-07-18 20:52:51 +0000 UTC,leschakc,Microsoft Windows 10,13.31,192.168.1.165,00:93:37:dd:cd:8b,2023-02_138,disabled,None
5CG21663M0,dd9909e5-e20a-436c-b4cf-90c13e87be01,Offline (2 hours),,2024-07-19 06:19:38 +0000 UTC,paynec,Microsoft Windows 10,13.31,10.0.0.56,b0:3c:dc:71:15:42,2023-02_138,disabled,None
5CG2152BHD,c1f12c98-d5a8-42fa-8834-601ddc4cdc9e,Offline (13 hours),,2024-07-18 19:46:35 +0000 UTC,nguyenmi,Microsoft Windows 10,13.31,"10.33.48.58, 10.200.8.13","e8:ea:6a:4d:3b:b4, 70:a8:d3:59:a8:a3",2023-02_138,disabled,None
5CG21562B5,f27547b3-9d3b-43da-8aa9-3cc97c67d4fa,Offline (13 hours),,2024-07-18 19:07:21 +0000 UTC,crawfora,Microsoft Windows 10,13.31,"192.168.24.60, 192.168.1.160","00:05:9a:3c:7a:00, 10:a5:1d:df:02:f5",2023-02_138,disabled,None
5CG2303WW4,021e155b-f774-4b15-9190-0585c7a64f03,Offline (3 hours),,2024-07-19 06:00:52 +0000 UTC,westmat,Microsoft Windows 10,13.31,10.0.0.142,3c:21:9c:01:66:5c,2023-02_138,disabled,None
5CG2113L2D,0fe45d53-ce40-46c9-add4-42891ecda5f3,Offline (15 hours),,2024-07-18 17:45:48 +0000 UTC,stoffelc,Microsoft Windows 10,13.31,172.20.10.6,7c:21:4a:0c:fd:0f,2023-02_138,disabled,None
5CG21662KV,47c0a2e3-4b38-47c5-a779-a8aa15176bfa,Offline (21 hours),,2024-07-18 11:19:23 +0000 UTC,freemabr,Microsoft Windows 10,13.31,10.65.18.19,b0:3c:dc:ca:af:da,2023-02_138,disabled,None
5CD142GQ00,222691a4-6fad-4138-b72a-95c9468e52df,Offline (12 hours),,2024-07-18 20:46:35 +0000 UTC,willifoj,Microsoft Windows 10,13.31,172.20.10.7,7c:70:db:11:48:92,2023-02_138,disabled,None
5CG1285XDF,0d0a3acc-c1c0-48e1-9360-27cf011dcf49,Offline (2 days),,2024-07-17 06:36:17 +0000 UTC,reyengam,Microsoft Windows 10,13.31,"192.168.27.218, 192.168.1.70","00:05:9a:3c:7a:00, c4:23:60:15:aa:4a",2023-02_138,disabled,None
5CG2290S89,f5b1db0e-d27b-49c7-a0be-2295de84bcd2,Offline (5 hours),,2024-07-19 03:55:00 +0000 UTC,novelloj,Microsoft Windows 10,13.31,"192.168.24.74, 192.168.1.72","00:05:9a:3c:7a:00, 7c:b5:66:58:fa:57",2023-02_138,disabled,None
5CG21562S1,ed1ccfc7-e068-40d8-9dfb-bee6844108e8,Offline (11 hours),,2024-07-18 21:53:01 +0000 UTC,stubleb,Microsoft Windows 10,13.31,"192.168.26.221, 192.168.0.154","00:05:9a:3c:7a:00, 10:a5:1d:db:09:75",2023-02_138,disabled,None
5CG21577MN,d7c96a69-dae6-403c-8431-db08f2b10d70,Offline (12 hours),,2024-07-18 20:59:41 +0000 UTC,donninie,Microsoft Windows 10,13.31,"192.168.24.22, 192.168.1.193","00:05:9a:3c:7a:00, 00:93:37:b3:c5:cc",2023-02_138,disabled,None
5CG2113K9V,4cb37f3a-d144-45a8-9d2e-7b9982000fee,Offline (14 hours),,2024-07-18 18:21:14 +0000 UTC,boydaj,Microsoft Windows 10,13.31,10.67.11.34,7c:21:4a:0f:5e:60,2023-02_138,disabled,None
5CG2077V47,bd2e52d2-cc70-4e1c-a87f-cf00815feb87,Offline (9 hours),,2024-07-18 23:21:23 +0000 UTC,KrockerA,Microsoft Windows 10,13.31,10.69.36.11,c4:bd:e5:34:04:ae,2023-02_138,disabled,None
5CG215757Z,82bb6baa-0aa0-4d82-9c0e-54444472fcf1,Offline (14 hours),,2024-07-18 18:49:51 +0000 UTC,paludas,Microsoft Windows 10,13.31,"192.168.24.27, 172.20.10.3","00:05:9a:3c:7a:00, 00:93:37:b3:ec:87",2023-02_138,disabled,None
5CG2113L2S,029b9c16-c8b0-4236-9b5e-36b477170026,Offline (14 hours),,2024-07-18 18:55:48 +0000 UTC,perkinss,Microsoft Windows 10,13.31,10.64.16.51,a8:b1:3b:e9:1b:37,2023-02_138,disabled,None
5CG21576CJ,576df8a6-d648-4894-a734-e63787f394f3,Offline (10 hours),,2024-07-18 22:58:32 +0000 UTC,Butts-wb,Microsoft Windows 10,13.31,"192.168.27.235, 172.21.42.57, 172.21.48.24, 192.168.137.1","00:05:9a:3c:7a:00, 84:69:93:9d:36:4b, 00:93:37:ef:04:c0, 02:93:37:ef:04:c0",2023-02_138,disabled,None
5CD207B0YZ,a302c973-5d7f-4dcd-9573-d12f7058e7c8,Offline (8 hours),,2024-07-19 00:40:28 +0000 UTC,Whitewie,Microsoft Windows 10,13.31,10.33.96.84,e8:ea:6a:4d:57:70,2023-02_138,disabled,None
5CG2113LR6,12436f53-5479-4e73-99a8-6e0bd149a88c,Offline (11 hours),,2024-07-18 21:18:34 +0000 UTC,dixone,Microsoft Windows 10,13.31,"10.33.80.11, 10.200.14.23","80:3f:5d:08:32:ef, 7c:21:4a:0f:5e:06",2023-02_138,disabled,None
5CG21663ZY,a2508a3b-ed16-4f58-89a7-27cfde3d068d,Offline (14 hours),,2024-07-18 18:22:55 +0000 UTC,sechresm,Microsoft Windows 10,13.31,10.0.0.21,b0:3c:dc:ca:7f:24,2023-02_138,disabled,None
5CG21575H7,ed3792ec-11be-452f-a53c-980326a95f98,Offline (21 hours),,2024-07-18 11:51:24 +0000 UTC,webstema,Microsoft Windows 10,13.31,"192.168.27.122, 172.20.10.2","00:05:9a:3c:7a:00, 00:93:37:e0:d0:8f",2023-02_138,disabled,None
5CG21574Y4,b7d80cb9-e666-409f-89d3-07269a225bd5,Offline (14 hours),,2024-07-18 19:05:17 +0000 UTC,shinglet,Microsoft Windows 10,13.31,"192.168.26.132, 10.64.16.79","00:05:9a:3c:7a:00, 84:69:93:9d:22:7f",2023-02_138,disabled,None
5CG21561KL,27031f9f-a091-4a74-9f7c-4338a2af2414,Offline (7 hours),,2024-07-19 01:54:17 +0000 UTC,bolyardj,Microsoft Windows 10,13.31,192.168.1.39,10:a5:1d:fe:0e:b6,2023-02_138,disabled,None
5CG21574VK,75dc845c-ff65-40e7-a6fa-a994b6f03d98,Offline (14 hours),,2024-07-18 18:31:32 +0000 UTC,rosengrj,Microsoft Windows 10,13.31,192.168.1.82,10:a5:1d:54:2b:0d,2023-02_138,disabled,None
5CG2157558,d76c5d00-8057-46a5-85b3-ba205706e5e3,Offline (13 hours),,2024-07-18 19:22:46 +0000 UTC,boothd,Microsoft Windows 10,13.31,"192.168.26.240, 192.168.168.31","00:05:9a:3c:7a:00, 00:93:37:b3:ec:9b",2023-02_138,disabled,None
5CG21577GQ,f7fed2b5-a254-45da-a719-0c643936e3e5,Offline (13 hours),,2024-07-18 19:41:32 +0000 UTC,seidlerr,Microsoft Windows 10,13.31,"192.168.24.78, 172.20.10.3","00:05:9a:3c:7a:00, 00:93:37:b3:7d:d8",2023-02_138,disabled,None
5CG2330PMD,0361f513-b9b3-4294-ba53-5b90780835f9,Offline (3 hours),,2024-07-19 05:51:41 +0000 UTC,robertbi,Microsoft Windows 10,13.31,"192.168.27.147, 192.168.168.110","00:05:9a:3c:7a:00, c4:75:ab:41:db:ab",2023-02_138,disabled,None
5CG21574W2,c0ffeba6-1d74-46db-bd0b-3dc92e8db317,Offline (2 days),,2024-07-17 06:03:55 +0000 UTC,luntt,Microsoft Windows 10,13.31,"192.168.26.107, 192.168.1.127","00:05:9a:3c:7a:00, 10:a5:1d:6f:a9:dc",2023-02_138,disabled,None
5CG215763K,b3e2ef9c-6a58-4f97-b4ae-0e843217e78a,Offline (14 hours),,2024-07-18 18:36:52 +0000 UTC,nobleb,Microsoft Windows 10,,"192.168.26.245, 192.168.1.31","00:05:9a:3c:7a:00, 00:93:37:ef:02:72",2023-02_138,disabled,None
5CG215757B,d33da676-7b44-4b83-98a6-a82adc5291b7,Offline (1 day),,2024-07-17 18:38:21 +0000 UTC,gardneal,Microsoft Windows 10,13.31,"192.168.27.28, 192.168.1.40","00:05:9a:3c:7a:00, 00:93:37:b3:eb:b0",2023-02_138,disabled,None
5CG2077TK4,3d54f330-9de3-4b7f-85c3-68e9981b3ed6,Offline (12 hours),,2024-07-18 21:01:30 +0000 UTC,FOXE,Microsoft Windows 10,13.31,10.200.0.71,f8:b5:4d:3e:f0:b7,2023-02_138,disabled,None
5CG21576PY,126c9c5f-106d-44ca-ae3e-fd91cc5146a3,Offline (2 days),,2024-07-16 15:46:25 +0000 UTC,lenoxj,Microsoft Windows 10,13.31,192.168.1.43,00:93:37:de:57:74,2023-02_138,disabled,None
5CG21574VY,902e77be-930e-4544-bd20-acd7dc4e01b7,Offline (14 hours),,2024-07-18 19:04:13 +0000 UTC,kollkerc,Microsoft Windows 10,13.31,"10.33.16.25, 10.200.6.14","80:3f:5d:08:71:88, 10:a5:1d:54:27:93",2023-02_138,disabled,None
5CG21662WM,ccfdf91d-ac8a-40fc-9106-108702cec409,Offline (11 hours),,2024-07-18 21:08:17 +0000 UTC,rogersra,Microsoft Windows 10,13.31,10.200.12.31,b0:3c:dc:ce:98:39,2023-02_138,disabled,None
5CG21577VB,9d250ec1-731a-4b30-8f29-d40c782b8ce8,Offline (11 hours),,2024-07-18 21:30:31 +0000 UTC,harwelc,Microsoft Windows 10,13.31,"10.33.96.80, 10.200.6.60","e8:ea:6a:4d:5d:05, 00:93:37:b3:7d:79",2023-02_138,disabled,None
5CG2330PHJ,987312ee-0432-4e5a-a5a9-d67787376196,Offline (20 hours),,2024-07-18 13:03:22 +0000 UTC,philabap,Microsoft Windows 10,13.31,172.20.10.2,c4:75:ab:41:74:13,2023-02_138,disabled,None
5CG21576VP,7c879525-dbb0-48fd-b883-229a9f70a048,Offline (14 hours),,2024-07-18 18:55:05 +0000 UTC,miltont,Microsoft Windows 10,13.31,"192.168.24.35, 172.20.10.3","00:05:9a:3c:7a:00, 00:93:37:de:57:79",2023-02_138,disabled,None
5CG2157584,6129f216-3569-435f-976c-5459f78a68d0,Offline (14 hours),,2024-07-18 18:42:16 +0000 UTC,winlandg,Microsoft Windows 10,13.31,"192.168.26.122, 172.20.10.2","00:05:9a:3c:7a:00, 00:93:37:b3:ec:41",2023-02_138,disabled,None
5CG2157720,b338fcff-c639-4e51-b63f-5c9ade5d2e27,Offline (18 hours),,2024-07-18 14:20:53 +0000 UTC,schutzt,Microsoft Windows 10,13.31,10.64.69.17,00:93:37:de:57:e2,2023-02_138,disabled,None
5CG2330PH5,5d67018e-f6e8-4801-b408-06b63f9569f6,Offline (12 hours),,2024-07-18 20:11:43 +0000 UTC,waldingt,Microsoft Windows 10,13.31,10.68.19.14,5c:60:ba:ac:a4:dd,2023-02_138,disabled,None
5CG2330PGS,ab68cc91-d93b-4219-a71e-f9d66ce11e15,Offline (1 day),,2024-07-17 20:31:54 +0000 UTC,klakampd,Microsoft Windows 10,13.31,172.20.10.3,c4:75:ab:45:b5:a0,2023-02_138,disabled,None
5CG2303WW5,c503356c-afc9-43dc-9686-1209b6651f09,Offline (0 hours),,2024-07-19 08:32:03 +0000 UTC,catletda,Microsoft Windows 10,13.31,192.168.1.192,3c:21:9c:03:a2:e6,2023-02_138,disabled,None
5CG21575QB,549c7749-19ea-4986-a95b-45ab6d9604ef,Offline (12 hours),,2024-07-18 21:04:36 +0000 UTC,longoria,Microsoft Windows 10,13.31,"10.33.112.94, 10.200.12.33","e8:ea:6a:4d:56:f9, 00:93:37:dd:cd:f4",2023-02_138,disabled,None
5CG21575ZP,081d2ad7-14de-45dd-9cbb-b9344eec1e80,Offline (12 hours),,2024-07-18 20:57:29 +0000 UTC,shugartc,Microsoft Windows 10,13.31,"10.33.64.51, 10.200.4.15","e8:ea:6a:4d:5d:15, 00:93:37:b3:66:8b",2023-02_138,disabled,None
5CG2330PH1,215c805c-3d4e-4f31-a99a-869a0b1299da,Offline (14 hours),,2024-07-18 18:15:44 +0000 UTC,pagebo,Microsoft Windows 10,13.31,192.168.1.65,c4:75:ab:43:f2:56,2023-02_138,disabled,None
5CG21576CM,6c5e5bea-9b59-49de-abd2-8c47ac9a2ab0,Offline (2 days),,2024-07-16 20:15:02 +0000 UTC,bowenj,Microsoft Windows 10,13.31,"192.168.26.207, 172.20.10.11","00:05:9a:3c:7a:00, 00:93:37:ef:02:63",2023-02_138,disabled,None
5CG21576VR,70ca38d3-e125-4e62-adaa-3ed073940a59,Offline (8 hours),,2024-07-19 00:42:24 +0000 UTC,simonsf,Microsoft Windows 10,13.31,172.20.10.2,00:93:37:de:5a:b2,2023-02_138,disabled,None
5CG21575G1,7980417c-b8f9-4b40-9122-d2464034abce,Offline (1 day),,2024-07-17 18:14:46 +0000 UTC,wollen,Microsoft Windows 10,13.31,10.64.69.16,00:93:37:b3:ec:19,2023-02_138,disabled,None
5CG21576J7,bf6bfa97-27b2-4418-ab51-04d6ada50080,Offline (10 hours),,2024-07-18 22:15:11 +0000 UTC,hartmabi,Microsoft Windows 10,13.31,10.65.18.31,00:93:37:ef:04:93,2023-02_138,disabled,None
5CG1287ZBH,23e63dae-ab02-4afa-b69e-364d77b9934d,Offline (16 hours),,2024-07-18 16:10:18 +0000 UTC,albrechc,Microsoft Windows 10,13.31,"192.168.26.95, 192.168.1.43","00:05:9a:3c:7a:00, c4:23:60:27:3f:c6",2023-02_138,disabled,None
5CG21576J3,030694d6-1556-4224-bdcf-71d174acabb3,Offline (14 hours),,2024-07-18 18:52:15 +0000 UTC,philliro,Microsoft Windows 10,13.31,"172.21.42.47, 172.21.48.42","80:3f:5d:08:68:19, 00:93:37:ef:02:7c",2023-02_138,disabled,None
5CG2330PHB,1245e675-799c-441a-93db-4c954af2dcb3,Offline (1 hour),,2024-07-19 07:45:33 +0000 UTC,skalosb,Microsoft Windows 10,13.31,192.168.1.128,c4:75:ab:41:8b:24,2023-02_138,disabled,None
5CG215757T,c810e3a1-0c65-4877-8711-b469e0b614bb,Offline (17 hours),,2024-07-18 15:42:34 +0000 UTC,richardj,Microsoft Windows 10,13.31,10.64.16.29,84:69:93:9d:82:c0,2023-02_138,disabled,None
5CG21561VY,3142c625-5bdf-4714-9390-721cd827353a,Offline (1 day),,2024-07-18 00:46:53 +0000 UTC,kizerj,Microsoft Windows 10,13.31,192.168.1.114,08:8e:90:0b:ee:79,2023-02_138,disabled,None
5CG215775G,f7055485-d23e-4909-983b-e315a7fa5b13,Offline (1 hour),,2024-07-19 07:36:10 +0000 UTC,thomasch,Microsoft Windows 10,13.31,192.168.1.20,00:93:37:de:56:fc,2023-02_138,disabled,None
5CG21577VC,3ba3fd73-a37b-4f4f-b1f1-f04ef1c7a45e,Offline (22 hours),,2024-07-18 10:25:42 +0000 UTC,longda,Microsoft Windows 10,13.31,172.20.10.2,00:93:37:b3:7d:42,2023-02_138,disabled,None
5CG21662L4,23281ef6-4156-43b1-bf71-6b30b7e25e09,Offline (12 hours),,2024-07-18 20:35:35 +0000 UTC,keens,Microsoft Windows 10,13.31,172.20.10.2,b0:3c:dc:ad:23:8e,2023-02_138,disabled,None
5CG21662LG,95b3b526-2b5f-41d3-a9fd-e5bc8e47c98c,Offline (14 hours),,2024-07-18 18:32:57 +0000 UTC,CunninRy,Microsoft Windows 10,13.31,"192.168.24.79, 172.20.10.2","00:05:9a:3c:7a:00, b0:3c:dc:ce:6e:1d",2023-02_138,disabled,None
5CG21575HH,994206c6-ec84-48aa-a4a1-c00a4d32afd9,Offline (17 hours),,2024-07-18 15:41:49 +0000 UTC,perrybro,Microsoft Windows 10,13.31,"192.168.27.1, 192.168.254.165","00:05:9a:3c:7a:00, 00:93:37:e0:d0:f8",2023-02_138,disabled,None
5CG21577C9,6bbf5567-682a-41aa-a040-bf6afd4b6e4e,Offline (12 hours),,2024-07-18 20:44:25 +0000 UTC,Legraens,Microsoft Windows 10,13.31,"10.69.18.29, 10.69.21.35","e8:ea:6a:4d:5c:9c, 00:93:37:dd:d2:6d",2023-02_138,disabled,None
5CG21561QF,5f8d2945-7d43-486e-8b76-bdc3683c5e6f,Offline (9 hours),,2024-07-18 23:11:54 +0000 UTC,ayerst,Microsoft Windows 10,13.31,"192.168.26.144, 172.20.10.10","00:05:9a:3c:7a:00, 10:a5:1d:da:ff:ed",2023-02_138,disabled,None
5CG21576CP,c0c7504d-c7cf-4e8b-a6b0-80cf574f0a79,Offline (2 hours),,2024-07-19 07:04:43 +0000 UTC,mauroc,Microsoft Windows 10,13.31,172.16.5.171,00:93:37:ef:02:9a,2023-02_138,disabled,None
5CG21575SB,c7914f59-87c3-4c6a-91bd-914f610a0740,Offline (3 hours),,2024-07-19 05:20:31 +0000 UTC,hernandk,Microsoft Windows 10,13.31,192.168.1.160,00:93:37:b3:66:86,2023-02_138,disabled,None
5CG21662KW,7ade2aee-0687-4877-baa1-480d1fbc4c7f,Offline (11 hours),,2024-07-18 21:30:08 +0000 UTC,stewarjo,Microsoft Windows 10,13.31,"10.33.32.13, 10.200.14.44","84:69:93:df:cf:9a, b0:3c:dc:ca:ae:86",2023-02_138,disabled,None
5CG21577PL,baf4c3f5-ba54-4191-988c-537799aff9c1,Offline (1 hour),,2024-07-19 07:17:02 +0000 UTC,sullivar,Microsoft Windows 10,13.31,192.168.1.87,00:93:37:b3:c5:31,2023-02_138,disabled,None
